"","StartDate","EndDate","Progress","Duration.s","Finished","RecordedDate","responseID","LocationLatitude","LocationLongitude","percentCom","percentGov","operateFresh","operateMarine","wasInElodea","pax","hCostHigh","hCostLow","freshOutside","locOutside","purchaseOutside","purchaseYear","purchaseType","purchaseLoc","multiOwn","multiOwnEmail","age","Clean","sportfishConc","boatingSafetyConc","recValueConc","businessConc","realEstateConc","subsistConc","biodivConc","commFishConc","volunteer","emailAsk","percentPer","Income","ageBin","type"
"138","8/31/2018 8:53","8/31/2018 9:04",100,668,TRUE,"8/31/2018 9:04","R_RkvNVFcCg9KjaFz",67.24380493,-161.1974945,0,0,"Yes","Yes","No","2",90,15,"No or did not report","","Yes",2016,"","Washington","No","",40,"100% of the time",5,3,3,5,1,5,5,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.,Outreach: connecting other boat operators and organizations,Decontamination: conducting training and workshops,Decontamination: developing best practices guide","gaveEmail",1,175000,"31-40","personal"
"139","8/31/2018 9:04","8/31/2018 9:10",100,337,TRUE,"8/31/2018 9:10","R_3Jf4xsielaO5SKW",61.2059021,-149.8231964,0,0,"Yes","No","No","3",5,5,"No or did not report","","No",NA,"","","No","",42,"Less than 100% of the time",5,1,4,3,3,5,4,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,137500,"41-50","personal"
"140","8/31/2018 9:14","8/31/2018 9:15",100,32,TRUE,"8/31/2018 9:15","R_31Ay1U2SpeGDshj",43.79220581,-116.3878021,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"141","8/31/2018 9:37","8/31/2018 9:43",100,343,TRUE,"8/31/2018 9:43","R_1PcJn2r66Sc0SUd",61.22309875,-149.8527985,0,0,"Yes","No","No","43134",15,5,"No or did not report","","No",NA,"","","No","",40,"100% of the time",5,3,5,3,4,2,5,3,"","gaveEmail",1,87500,"31-40","personal"
"142","8/31/2018 9:40","8/31/2018 9:43",100,215,TRUE,"8/31/2018 9:43","R_1NqAHmn8krBWXNQ",55.61529541,-131.5848083,0,0,"Yes","Yes","No","2",150,50,"No or did not report","","No",NA,"","","No","",46,"Less than 100% of the time",5,1,1,3,1,4,2,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,175000,"41-50","personal"
"143","8/31/2018 9:34","8/31/2018 9:43",100,549,TRUE,"8/31/2018 9:43","R_2txRJrZcDWfjrw1",61.19050598,-149.9420013,0,0,"Yes","No","No","2",10,8,"No or did not report","","No",NA,"","","No","",64,"100% of the time",4,2,5,3,5,2,3,2,"","gaveEmail",1,87500,"61-70","personal"
"144","8/31/2018 9:32","8/31/2018 9:50",100,1105,TRUE,"8/31/2018 9:50","R_1hAKccFGtMIuI6s",32.8500061,-96.96130371,0,0,"Yes","No","No","4",NA,NA,"No or did not report","","No",NA,"","","No","",67,"100% of the time",5,5,5,2,2,3,5,3,"","gaveEmail",1,62500,"61-70","personal"
"145","8/31/2018 9:44","8/31/2018 9:55",100,646,TRUE,"8/31/2018 9:55","R_1OAKiCF9LMdHBgr",36.16589355,-86.78440094,0,0,"Yes","No","No","4",8,8,"No or did not report","","No",NA,"","","No","",42,"100% of the time",4,1,5,3,4,3,3,1,"","gaveEmail",1,112500,"41-50","personal"
"146","8/31/2018 10:04","8/31/2018 10:05",100,90,TRUE,"8/31/2018 10:05","R_snUPbfOZiQIE3uh",61.52349854,-149.5747986,0,0,"","",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"147","8/31/2018 10:15","8/31/2018 10:16",100,75,TRUE,"8/31/2018 10:16","R_1i8sdrpxhuSk4t6",55.61529541,-131.5848083,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"148","8/31/2018 10:54","8/31/2018 10:55",100,27,TRUE,"8/31/2018 10:55","R_2SDJ1OElfgLE7BI",61.145401,-149.7664032,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"149","8/31/2018 11:41","8/31/2018 11:42",100,52,TRUE,"8/31/2018 11:42","R_3C6eqIi31ImKVyh",55.46220398,-132.8392029,0.1,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",0.9,87500,NA,"personal"
"150","8/31/2018 12:08","8/31/2018 12:09",100,63,TRUE,"8/31/2018 12:09","R_3DjQjFWLOQkZfVQ",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"151","8/31/2018 12:15","8/31/2018 12:19",100,278,TRUE,"8/31/2018 12:19","R_erDpUefkhWYKhfH",61.18859863,-149.8878021,0,0,"Yes","Yes","No","3",NA,NA,"No or did not report","","No",NA,"","","No","",41,"100% of the time",5,1,3,3,5,5,4,1,"","gaveEmail",1,112500,"41-50","personal"
"152","8/31/2018 13:04","8/31/2018 13:06",100,111,TRUE,"8/31/2018 13:06","R_2399iaM6HyKPOFI",43.63200378,-116.2837982,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"153","8/31/2018 13:19","8/31/2018 13:20",100,56,TRUE,"8/31/2018 13:20","R_1gb9VtLHu6p4FuP",29.77020264,-95.3628006,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"154","8/31/2018 13:23","8/31/2018 13:24",100,39,TRUE,"8/31/2018 13:24","R_74mA1JA7jT4oQQp",57.15879822,-154.0800018,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"155","8/31/2018 12:48","8/31/2018 13:47",100,3547,TRUE,"8/31/2018 13:47","R_1mt093QM0FnVVGH",61.52349854,-149.5747986,0,0,"Yes","No","No","4",8,6,"No or did not report","","No",NA,"","","No","",34,"100% of the time",5,3,3,3,1,5,3,1,"","",1,87500,"31-40","personal"
"156","8/31/2018 13:42","8/31/2018 13:51",100,502,TRUE,"8/31/2018 13:51","R_2ziQwrJ2dMxR4ea",61.11199951,-149.9044037,0,0,"Yes","No","No","4",10,5,"No or did not report","","No",NA,"","","No","",55,"100% of the time",4,NA,4,NA,NA,NA,4,NA,"","",1,87500,"51-60","personal"
"157","8/31/2018 13:42","8/31/2018 13:52",100,613,TRUE,"8/31/2018 13:52","R_1LGQu2hG3SvtQIy",61.145401,-149.7664032,0,0,"Yes","No",NA,"2",10,30,"No or did not report","","Yes",2012,"New","Idaho","No","",47,"Less than 100% of the time",5,3,5,5,5,5,5,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,112500,"41-50","personal"
"158","8/31/2018 13:52","8/31/2018 13:53",100,44,TRUE,"8/31/2018 13:53","R_exouhlIGFsa9w7n",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"159","8/31/2018 14:03","8/31/2018 14:03",100,44,TRUE,"8/31/2018 14:03","R_PA0g2tcKbdj6Pip",47.60620117,-122.3320999,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"160","8/31/2018 14:02","8/31/2018 14:19",100,1044,TRUE,"8/31/2018 14:19","R_1HqJHBe0NjwS0Yj",61.21490479,-149.2583008,0,0,"Yes","No","No","3",40,8,"No or did not report","","No",NA,"","","No","",68,"Less than 100% of the time",5,2,3,4,4,3,3,1,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",1,225000,"61-70","personal"
"161","8/31/2018 14:25","8/31/2018 14:35",100,612,TRUE,"8/31/2018 14:35","R_a45FlRXdA74aFln",61.5809021,-149.4414978,0,0,"Yes","Yes","No","3",20,20,"No or did not report","","No",NA,"","","No","",47,"Less than 100% of the time",5,2,3,3,2,4,3,2,"","",1,87500,"41-50","personal"
"162","8/31/2018 14:45","8/31/2018 14:53",100,456,TRUE,"8/31/2018 14:53","R_b8ZXCYzrMdpQglX",61.18859863,-149.8878021,0,0,"Yes","","No","2",40,40,"No or did not report","","No",NA,"","","No","",35,"Less than 100% of the time",NA,NA,NA,NA,NA,5,NA,NA,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",1,62500,"31-40","personal"
"163","8/31/2018 14:50","8/31/2018 15:05",100,916,TRUE,"8/31/2018 15:05","R_em1bttxMLbUdgDT",61.21490479,-149.2583008,0,0,"Yes","No",NA,"2",NA,NA,"No or did not report","","No",NA,"","","No","",73,"100% of the time",5,1,1,1,4,1,3,1,"","",1,137500,"71-80","personal"
"164","8/31/2018 15:05","8/31/2018 15:06",100,72,TRUE,"8/31/2018 15:06","R_2qkJ1QkUhOCfYbo",47.60620117,-122.3320999,0.3,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",0.7,87500,NA,"personal"
"165","8/31/2018 15:36","8/31/2018 15:37",100,59,TRUE,"8/31/2018 15:37","R_21HerbcEUsMQZDH",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"166","8/31/2018 16:07","8/31/2018 16:07",100,11,TRUE,"8/31/2018 16:07","R_2zAqvd4aSb3Q8CX",61.2059021,-149.8231964,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"167","8/31/2018 16:29","8/31/2018 16:29",100,12,TRUE,"8/31/2018 16:29","R_12yXRONtbWFT3Ba",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"168","8/31/2018 17:08","8/31/2018 17:09",100,41,TRUE,"8/31/2018 17:09","R_1ewwzskgI1xPlpG",58.58129883,-134.7698059,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"169","8/31/2018 17:28","8/31/2018 17:28",100,52,TRUE,"8/31/2018 17:28","R_1ly0CqwMgrYlJek",58.08650208,-135.4353943,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"170","8/31/2018 17:34","8/31/2018 17:54",100,1176,TRUE,"8/31/2018 17:54","R_XZXKNph4ZeOg40N",64.77830505,-147.3370972,0,0,"Yes","No","Yes","1",10,5,"No or did not report","","No",NA,"","","No","",NA,"Less than 100% of the time",5,4,3,1,1,4,5,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",1,62500,NA,"personal"
"171","8/31/2018 18:46","8/31/2018 18:59",100,807,TRUE,"8/31/2018 18:59","R_1pFkZWX0KaQO28l",61.18859863,-149.8878021,0.9,0,"Yes","No","No","3",5,2,"No or did not report","","Yes",1986,"New","Oregon","No","",68,"Less than 100% of the time",5,5,4,3,1,5,5,5,"","gaveEmail",0.1,12500,"61-70","commercial"
"172","8/31/2018 19:25","8/31/2018 19:26",100,54,TRUE,"8/31/2018 19:26","R_1BQOctrCFKmMTfU",57.15879822,-154.0800018,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"173","8/31/2018 19:31","8/31/2018 19:33",100,78,TRUE,"8/31/2018 19:33","R_8A1OYFxxEWd8xNL",47.60620117,-122.3320999,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"174","8/31/2018 19:34","8/31/2018 19:36",100,123,TRUE,"8/31/2018 19:36","R_2dgPwcnkIGyo8P0",59.40390015,-151.3238983,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"175","8/31/2018 20:16","8/31/2018 20:18",100,114,TRUE,"8/31/2018 20:18","R_1o6njwij0ySZd5t",47.61540222,-122.2102966,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"176","8/31/2018 20:20","8/31/2018 20:35",100,893,TRUE,"8/31/2018 20:35","R_1QlOJHHXugNtyHk",60.66059875,-150.9060059,0,0,"Yes","No","No","2",10,5,"No or did not report","","No",NA,"","","No","",66,"100% of the time",5,3,4,5,3,5,3,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,112500,"61-70","personal"
"177","8/31/2018 20:59","8/31/2018 21:10",100,630,TRUE,"8/31/2018 21:10","R_SW2XUuUnw5cvwhr",47.39089966,-122.2637024,0,0,"Yes","No","No","4",NA,NA,"No or did not report","","Yes",2005,"New","Washington","No","",76,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,"71-80","personal"
"178","8/31/2018 23:06","8/31/2018 23:08",100,145,TRUE,"8/31/2018 23:08","R_2eXXz4UHkxnFYUm",61.21809387,-149.9002991,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"179","9/1/2018 0:08","9/1/2018 0:41",100,1990,TRUE,"9/1/2018 0:41","R_3qPQim88fbtNBsP",64.90060425,-148.1613007,0,0,"Yes","No","Yes","5",NA,NA,"No or did not report","","No",NA,"","","No","",36,"100% of the time",5,1,5,1,1,5,5,1,"","gaveEmail",1,112500,"31-40","personal"
"180","9/1/2018 5:38","9/1/2018 5:49",100,648,TRUE,"9/1/2018 5:49","R_4Z5dw7IvlwWwD5L",61.16369629,-149.9916992,0,0,"Yes","No","No","3",5,2,"No or did not report","","No",NA,"","","No","",66,"Less than 100% of the time",5,1,3,1,1,1,1,1,"","",1,87500,"61-70","personal"
"181","9/1/2018 7:27","9/1/2018 7:28",100,60,TRUE,"9/1/2018 7:28","R_2PwbndPQeS8eWgz",47.60620117,-122.3320999,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"182","9/1/2018 7:27","9/1/2018 7:29",100,65,TRUE,"9/1/2018 7:29","R_2Xb4y73H2Rho0oP",47.60620117,-122.3320999,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"183","8/31/2018 16:23","9/1/2018 7:50",100,55648,TRUE,"9/1/2018 7:50","R_21gOTDO2zsZo19o",64.77830505,-147.3370972,0,0,"Yes","No","No","3",3,3,"No or did not report","","No",NA,"","","No","",77,"100% of the time",5,1,4,4,4,5,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,62500,"71-80","personal"
"184","9/1/2018 8:04","9/1/2018 8:06",100,105,TRUE,"9/1/2018 8:06","R_3h5aVTXFRQSUa1H",60.28340149,-151.2666931,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"185","9/1/2018 8:12","9/1/2018 8:12",100,35,TRUE,"9/1/2018 8:12","R_3dGoAqpZK1z1HIl",61.17770386,-149.6383972,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"186","9/1/2018 8:52","9/1/2018 9:10",100,1064,TRUE,"9/1/2018 9:10","R_3oXvTSZKL5jpkxD",43.71629333,-123.0373993,0,0,"Yes","No","No","3",8,8,"No or did not report","","No",NA,"","","No","",66,"100% of the time",5,4,5,2,2,5,3,3,"","gaveEmail",1,62500,"61-70","personal"
"187","9/1/2018 9:39","9/1/2018 9:40",100,60,TRUE,"9/1/2018 9:40","R_1gisYCUKg06hETq",61.17770386,-149.6383972,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"188","9/1/2018 9:45","9/1/2018 9:46",100,46,TRUE,"9/1/2018 9:46","R_2rBI1OkcWD66kid",71.28500366,-156.7819061,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"189","9/1/2018 10:09","9/1/2018 10:10",100,38,TRUE,"9/1/2018 10:10","R_3kjF1HbHjdV0bAz",47.60620117,-122.3320999,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"190","9/1/2018 10:27","9/1/2018 10:29",100,105,TRUE,"9/1/2018 10:29","R_1GIALN8GmFvQXjy",61.145401,-149.7664032,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"191","9/1/2018 10:46","9/1/2018 10:47",100,43,TRUE,"9/1/2018 10:47","R_74aVQ2K0CpTo1u9",57.0585022,-132.627594,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"192","9/1/2018 11:02","9/1/2018 11:04",100,84,TRUE,"9/1/2018 11:04","R_3hyBaOzrXLhvQMd",37.75100708,-97.8219986,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"193","9/1/2018 11:16","9/1/2018 11:17",100,58,TRUE,"9/1/2018 11:17","R_2xx88DpA56L2MBx",61.08070374,-149.7091064,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"194","9/1/2018 11:21","9/1/2018 11:40",100,1168,TRUE,"9/1/2018 11:40","R_24pZt4ftX6FgTcc",61.2059021,-149.8231964,0,0,"Yes","Yes","No","6",90,35,"No or did not report","","No",NA,"","","No","",36,"100% of the time",5,4,4,4,4,5,5,4,"","",1,87500,"31-40","personal"
"195","9/1/2018 12:01","9/1/2018 12:11",100,617,TRUE,"9/1/2018 12:11","R_1FhWYch30ytN3zF",37.95359802,-122.0780029,0,0,"Yes","","No","2",NA,NA,"No or did not report","","No",NA,"","","No","",62,"100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","gaveEmail",1,87500,"61-70","personal"
"196","9/1/2018 13:03","9/1/2018 13:15",100,743,TRUE,"9/1/2018 13:15","R_3KveG60MSqMsL2P",61.5809021,-149.4414978,0,0,"Yes","No","No","2",5,1,"No or did not report","","No",NA,"","","No","",NA,"Less than 100% of the time",4,5,3,NA,NA,NA,NA,NA,"","gaveEmail",1,87500,NA,"personal"
"197","9/1/2018 13:48","9/1/2018 13:49",100,56,TRUE,"9/1/2018 13:49","R_2xYtayxFYPcdL1n",64.83779907,-147.7164001,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"198","9/1/2018 14:34","9/1/2018 14:35",100,62,TRUE,"9/1/2018 14:35","R_2uX92SbRkxifQRK",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"199","9/1/2018 14:43","9/1/2018 14:43",100,31,TRUE,"9/1/2018 14:43","R_2DYzugn5BApLwGq",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"200","9/1/2018 15:38","9/1/2018 15:39",100,62,TRUE,"9/1/2018 15:39","R_8wD24Ef5Xq8Lqc9",55.61529541,-131.5848083,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"201","9/1/2018 15:42","9/1/2018 15:43",100,63,TRUE,"9/1/2018 15:43","R_1CItv2CCw1pg26C",60.0552063,-149.3365021,0,0.1,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",0.9,87500,NA,"personal"
"202","9/1/2018 15:40","9/1/2018 16:07",100,1601,TRUE,"9/1/2018 16:07","R_11ZU5uasufdNiVV",45.22470093,-121.2685013,0,0,"Yes","Yes","No","2",5,5,"No or did not report","","Yes",1998,"","Oregon","No","",NA,"100% of the time",5,NA,5,NA,5,5,5,NA,"","gaveEmail",1,62500,NA,"personal"
"203","9/1/2018 16:27","9/1/2018 16:28",100,66,TRUE,"9/1/2018 16:28","R_3RjUddnOR9Vg5ZR",37.75100708,-97.8219986,0.3,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",0.7,87500,NA,"personal"
"204","9/1/2018 16:33","9/1/2018 16:34",100,76,TRUE,"9/1/2018 16:34","R_3OeLG3pwCSEJ5rs",47.60620117,-122.3320999,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"205","9/1/2018 17:00","9/1/2018 17:01",100,102,TRUE,"9/1/2018 17:01","R_reCFpxiS6Z1MN0J",47.28430176,-122.3890991,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"206","9/1/2018 18:02","9/1/2018 18:03",100,42,TRUE,"9/1/2018 18:03","R_bkZmp5N9iCEfIe5",56.73530579,-135.009201,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"207","9/1/2018 18:18","9/1/2018 19:12",100,3240,TRUE,"9/1/2018 19:13","R_3Do2uDwGvCbrmJN",47.60620117,-122.3320999,0,0,"Yes","No","Yes","",NA,NA,"No or did not report","","No",NA,"","","No","",65,"Less than 100% of the time",5,2,2,2,1,3,3,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,62500,"61-70","personal"
"208","9/1/2018 19:35","9/1/2018 19:37",100,89,TRUE,"9/1/2018 19:37","R_2BbTl6GOdV1xXUD",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"209","9/1/2018 21:30","9/1/2018 21:31",100,83,TRUE,"9/1/2018 21:31","R_zSvJMlIls7813dn",59.16090393,-135.868103,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"210","9/2/2018 2:10","9/2/2018 2:11",100,52,TRUE,"9/2/2018 2:11","R_6F2y9oCIJUtnbEJ",39.74049377,-86.16770172,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"","","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"211","9/2/2018 5:07","9/2/2018 5:18",100,643,TRUE,"9/2/2018 5:18","R_3qewfX2X99JfLGc",30.17460632,-97.95030212,0.2,0,"Yes","No","No","1",NA,NA,"No or did not report","","No",NA,"","","No","",46,"100% of the time",5,NA,NA,NA,NA,5,NA,NA,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",0.8,87500,"41-50","personal"
